variance_reduction,201,436701.55252213764
variance_reduction,201,438812.807635667
variance_reduction,403,1666917.5345392448
variance_reduction,605,6015833.692004554
variance_reduction,807,7127214.706403954
variance_reduction,1009,9772600.123060988
variance_reduction,1211,24830341.786878157
variance_reduction,1413,20199639.713722855
variance_reduction,1615,24408991.649078973
variance_reduction,1817,34227491.68654185
variance_reduction,2019,46662330.97131482
variance_reduction,201,51.274355284793195
variance_reduction,403,51.87465681988936
variance_reduction,605,59.26787332000661
variance_reduction,807,49.06676430117336
variance_reduction,1009,43.51186249370122
variance_reduction,1211,60.936501945404075
variance_reduction,1413,48.405133430425856
variance_reduction,1615,51.70323257129735
variance_reduction,1817,42.31308847106857
variance_reduction,2019,37.758302155928455
